clip_id,path,video_id,start_time,end_time,label,split
clip_000026,train/tiroDaDue1/clip_000026.mp4,basket_2nd,113.84,114.4,tiroDaDue1,train
clip_000027,train/passaggio/clip_000027.mp4,basket_2nd,116.16,116.63,passaggio,train
clip_000028,train/idle/clip_000028.mp4,basket_2nd,120.55069122848127,121.01069122848126,idle,train
clip_000029,train/non-gioco/clip_000029.mp4,basket_2nd,121.9647566854698,124.01956123468297,non-gioco,train
clip_000030,train/non-gioco/clip_000030.mp4,basket_2nd,123.16418751160931,126.39463643087143,non-gioco,train
clip_000031,train/non-gioco/clip_000031.mp4,basket_2nd,133.0544132947875,134.60100823179653,non-gioco,train
clip_000032,train/idle/clip_000032.mp4,basket_2nd,142.08634121862656,142.5263412186265,idle,train
clip_000033,train/passaggio/clip_000033.mp4,basket_2nd,147.27,147.97,passaggio,train
clip_000034,train/passaggio/clip_000034.mp4,basket_2nd,155.38,155.9,passaggio,train
clip_000035,train/passaggio/clip_000035.mp4,basket_2nd,160.35,160.6,passaggio,train
clip_000036,train/passaggio/clip_000036.mp4,basket_2nd,161.35,161.93,passaggio,train
clip_000037,train/idle/clip_000037.mp4,basket_2nd,164.79085580682505,165.3318558068243,idle,train
clip_000038,train/tiroDaDue1/clip_000038.mp4,basket_2nd,168.97,170.69,tiroDaDue1,train
clip_000039,train/passaggio/clip_000039.mp4,basket_2nd,173.03,173.61,passaggio,train
clip_000040,train/passaggio/clip_000040.mp4,basket_2nd,181.95,182.47,passaggio,train
clip_000041,train/passaggio/clip_000041.mp4,basket_2nd,184.2,184.63,passaggio,train
clip_000042,train/passaggio/clip_000042.mp4,basket_2nd,185.61,185.99,passaggio,train
clip_000043,train/tiroDaDue0/clip_000043.mp4,basket_2nd,190.76,191.91,tiroDaDue0,train
clip_000044,train/tiroDaDue1/clip_000044.mp4,basket_2nd,197.64,199.34,tiroDaDue1,train
clip_000045,train/non-gioco/clip_000045.mp4,basket_2nd,201.04036507491682,204.0639412166114,non-gioco,train
clip_000046,train/non-gioco/clip_000046.mp4,basket_2nd,207.88221655188804,209.1140811603384,non-gioco,train
clip_000047,train/non-gioco/clip_000047.mp4,basket_2nd,212.2348582654094,214.0854845567044,non-gioco,train
clip_000048,train/non-gioco/clip_000048.mp4,basket_2nd,215.64654031846752,216.7128802426772,non-gioco,train
clip_000049,train/non-gioco/clip_000049.mp4,basket_2nd,225.3155080093146,228.70854068983158,non-gioco,train
clip_000050,train/idle/clip_000050.mp4,basket_2nd,229.3111770758879,229.75917707588823,idle,train
clip_000051,train/non-gioco/clip_000051.mp4,basket_2nd,241.05748356764687,243.68219466209567,non-gioco,train
clip_000052,train/non-gioco/clip_000052.mp4,basket_2nd,244.9840907987844,246.53519235388615,non-gioco,train
clip_000053,train/non-gioco/clip_000053.mp4,basket_2nd,245.12781879599984,248.2465547118685,non-gioco,train
clip_000054,train/idle/clip_000054.mp4,basket_2nd,249.1158655506232,249.48486555062317,idle,train
clip_000055,train/non-gioco/clip_000055.mp4,basket_2nd,252.1702702430449,255.18481837262692,non-gioco,train
clip_000056,train/idle/clip_000056.mp4,basket_2nd,262.6433272397701,263.06332723977016,idle,train
clip_000057,train/idle/clip_000057.mp4,basket_2nd,270.95363983732125,271.3536398373212,idle,train
clip_000058,train/passaggio/clip_000058.mp4,basket_2nd,284.773,285.227,passaggio,train
clip_000059,train/passaggio/clip_000059.mp4,basket_2nd,286.818,287.318,passaggio,train
clip_000060,train/passaggio/clip_000060.mp4,basket_2nd,289.045,289.318,passaggio,train
clip_000061,train/passaggio/clip_000061.mp4,basket_2nd,290.545,290.909,passaggio,train
clip_000062,train/passaggio/clip_000062.mp4,basket_2nd,292.273,292.818,passaggio,train
clip_000063,train/passaggio/clip_000063.mp4,basket_2nd,297.265,297.765,passaggio,train
clip_000064,train/passaggio/clip_000064.mp4,basket_2nd,299.529,300.096,passaggio,train
clip_000065,train/passaggio/clip_000065.mp4,basket_2nd,301.603,301.971,passaggio,train
clip_000066,train/non-gioco/clip_000066.mp4,basket_2nd,320.21887359937756,323.2366942825635,non-gioco,train
clip_000067,train/idle/clip_000067.mp4,basket_2nd,333.4236341927371,333.9636341927371,idle,train
clip_000068,train/tiroDaDue0/clip_000068.mp4,basket_2nd,336.724,338.316,tiroDaDue0,train
clip_000069,train/passaggio/clip_000069.mp4,basket_2nd,339.671,340.868,passaggio,train
clip_000070,train/non-gioco/clip_000070.mp4,basket_2nd,343.84,344.67,non-gioco,train
clip_000071,train/idle/clip_000071.mp4,basket_2nd,347.4973252979054,348.7713252979055,idle,train
clip_000072,train/non-gioco/clip_000072.mp4,basket_2nd,352.40666399309697,354.35299993611784,non-gioco,train
clip_000073,train/non-gioco/clip_000073.mp4,basket_2nd,357.9242549226875,360.26482515132426,non-gioco,train
clip_000074,train/passaggio/clip_000074.mp4,basket_2nd,361.508,362.231,passaggio,train
clip_000075,train/passaggio/clip_000075.mp4,basket_2nd,364.015,364.554,passaggio,train
clip_000076,train/passaggio/clip_000076.mp4,basket_2nd,368.862,369.108,passaggio,train
clip_000077,train/tiroDaDue0/clip_000077.mp4,basket_2nd,371.462,372.969,tiroDaDue0,train
clip_000078,train/passaggio/clip_000078.mp4,basket_2nd,374.954,375.446,passaggio,train
clip_000079,train/passaggio/clip_000079.mp4,basket_2nd,380.954,381.815,passaggio,train
clip_000080,train/passaggio/clip_000080.mp4,basket_2nd,384.154,384.615,passaggio,train
clip_000081,train/idle/clip_000081.mp4,basket_2nd,388.7753473143154,389.2363473143154,idle,train
clip_000082,train/passaggio/clip_000082.mp4,basket_2nd,389.785,390.154,passaggio,train
clip_000083,train/tiroDaTre0/clip_000083.mp4,basket_2nd,390.554,392.585,tiroDaTre0,train
clip_000084,train/passaggio/clip_000084.mp4,basket_2nd,396.028,396.4,passaggio,train
clip_000085,train/passaggio/clip_000085.mp4,basket_2nd,397.492,398.338,passaggio,train
clip_000086,train/tiroDaDue1/clip_000086.mp4,basket_2nd,400.508,401.4,tiroDaDue1,train
clip_000087,train/passaggio/clip_000087.mp4,basket_2nd,403.631,404.492,passaggio,train
clip_000088,train/idle/clip_000088.mp4,basket_2nd,406.8787781118562,407.3117781118562,idle,train
clip_000089,train/passaggio/clip_000089.mp4,basket_2nd,411.508,411.892,passaggio,train
clip_000090,train/passaggio/clip_000090.mp4,basket_2nd,414.369,414.815,passaggio,train
clip_000091,train/passaggio/clip_000091.mp4,basket_2nd,419.079,419.446,passaggio,train
clip_000092,train/tiroDaDue1/clip_000092.mp4,basket_2nd,426.698,428.019,tiroDaDue1,train
clip_000093,train/passaggio/clip_000093.mp4,basket_2nd,429.905,430.508,passaggio,train
clip_000094,train/idle/clip_000094.mp4,basket_2nd,442.03444452595824,442.3844445259584,idle,train
clip_000095,train/non-gioco/clip_000095.mp4,basket_2nd,442.67514364497094,445.43657323550826,non-gioco,train
clip_000096,train/non-gioco/clip_000096.mp4,basket_2nd,450.6813007000802,451.8807806423893,non-gioco,train
clip_000097,train/non-gioco/clip_000097.mp4,basket_2nd,452.9760464473186,454.54579213644746,non-gioco,train
clip_000098,train/idle/clip_000098.mp4,basket_2nd,458.7108089540588,460.0998089540589,idle,train
clip_000099,train/non-gioco/clip_000099.mp4,basket_2nd,464.17536995076534,467.3296372015423,non-gioco,train
clip_000100,train/non-gioco/clip_000100.mp4,basket_2nd,465.89193728244794,468.96544894308045,non-gioco,train
clip_000101,train/idle/clip_000101.mp4,basket_2nd,470.7011360645187,471.2111360645187,idle,train
clip_000102,train/idle/clip_000102.mp4,basket_2nd,471.04332111927573,471.67732111927575,idle,train
clip_000103,train/non-gioco/clip_000103.mp4,basket_2nd,484.44,485.3,non-gioco,train
clip_000104,train/passaggio/clip_000104.mp4,basket_2nd,486.657,487.069,passaggio,train
clip_000105,train/passaggio/clip_000105.mp4,basket_2nd,492.344,492.76,passaggio,train
clip_000106,train/non-gioco/clip_000106.mp4,basket_2nd,500.12077384287124,501.3732774163956,non-gioco,train
clip_000107,train/non-gioco/clip_000107.mp4,basket_2nd,501.14726173274005,503.73647284340103,non-gioco,train
clip_000108,train/non-gioco/clip_000108.mp4,basket_2nd,513.96,514.89,non-gioco,train
clip_000109,train/passaggio/clip_000109.mp4,basket_2nd,517.195,517.721,passaggio,train
clip_000110,train/passaggio/clip_000110.mp4,basket_2nd,518.16,518.573,passaggio,train
clip_000111,train/tiroDaTre1/clip_000111.mp4,basket_2nd,519.279,520.721,tiroDaTre1,train
clip_000112,train/passaggio/clip_000112.mp4,basket_2nd,523.469,523.641,passaggio,train
clip_000113,train/passaggio/clip_000113.mp4,basket_2nd,532.443,532.824,passaggio,train
clip_000114,train/non-gioco/clip_000114.mp4,basket_2nd,535.0346815032384,536.9601339210307,non-gioco,train
clip_000115,train/idle/clip_000115.mp4,basket_2nd,538.6787368316217,539.2987368316218,idle,train
clip_000116,train/non-gioco/clip_000116.mp4,basket_2nd,542.9074303870772,544.5748749421999,non-gioco,train
clip_000117,train/idle/clip_000117.mp4,basket_2nd,556.7430214259248,557.657021425925,idle,train
clip_000118,train/tiroDaDue0/clip_000118.mp4,basket_2nd,558.366,559.011,tiroDaDue0,train
clip_000119,train/non-gioco/clip_000119.mp4,basket_2nd,564.2725720594399,566.8926605225564,non-gioco,train
clip_000120,train/non-gioco/clip_000120.mp4,basket_2nd,570.07,571.23,non-gioco,train
clip_000121,train/idle/clip_000121.mp4,basket_2nd,571.3813756071135,572.3013756071134,idle,train
clip_000122,train/tiroLibero0/clip_000122.mp4,basket_2nd,575.794,578.069,tiroLibero0,train
clip_000123,train/non-gioco/clip_000123.mp4,basket_2nd,578.17,582.5,non-gioco,train
clip_000124,train/tiroLibero1/clip_000124.mp4,basket_2nd,587.935,589.321,tiroLibero1,train
clip_000125,train/passaggio/clip_000125.mp4,basket_2nd,592.187,592.817,passaggio,train
clip_000126,train/idle/clip_000126.mp4,basket_2nd,598.3016991610508,599.6386991610512,idle,train
clip_000127,train/passaggio/clip_000127.mp4,basket_2nd,602.966,603.863,passaggio,train
clip_000128,train/non-gioco/clip_000128.mp4,basket_2nd,609.3672855854065,610.7757918198114,non-gioco,train
clip_000129,train/idle/clip_000129.mp4,basket_2nd,611.8951554813799,612.3321554813803,idle,train
clip_000130,train/non-gioco/clip_000130.mp4,basket_2nd,613.4126914213517,614.8405380418469,non-gioco,train
clip_000131,train/non-gioco/clip_000131.mp4,basket_2nd,617.98,618.85,non-gioco,train
clip_000132,train/passaggio/clip_000132.mp4,basket_2nd,619.473,619.973,passaggio,train
clip_000133,train/passaggio/clip_000133.mp4,basket_2nd,622.317,623.05,passaggio,train
clip_000134,train/passaggio/clip_000134.mp4,basket_2nd,627.321,627.958,passaggio,train
clip_000135,train/passaggio/clip_000135.mp4,basket_2nd,630.164,630.695,passaggio,train
clip_000136,train/passaggio/clip_000136.mp4,basket_2nd,639.157,639.618,passaggio,train
clip_000137,train/tiroDaTre0/clip_000137.mp4,basket_2nd,642.912,644.657,tiroDaTre0,train
clip_000138,train/passaggio/clip_000138.mp4,basket_2nd,646.172,646.79,passaggio,train
clip_000139,train/passaggio/clip_000139.mp4,basket_2nd,653.011,654.225,passaggio,train
clip_000140,train/passaggio/clip_000140.mp4,basket_2nd,654.424,654.859,passaggio,train
clip_000141,train/tiroDaTre1/clip_000141.mp4,basket_2nd,655.615,657.088,tiroDaTre1,train
clip_000142,train/idle/clip_000142.mp4,basket_2nd,661.6729474196827,662.2229474196829,idle,train
clip_000143,train/passaggio/clip_000143.mp4,basket_2nd,669.275,669.767,passaggio,train
clip_000144,train/passaggio/clip_000144.mp4,basket_2nd,672.313,672.634,passaggio,train
clip_000145,train/passaggio/clip_000145.mp4,basket_2nd,674.347,674.821,passaggio,train
clip_000146,train/passaggio/clip_000146.mp4,basket_2nd,675.931,676.443,passaggio,train
clip_000147,train/tiroDaDue0/clip_000147.mp4,basket_2nd,681.779,682.775,tiroDaDue0,train
clip_000148,train/idle/clip_000148.mp4,basket_2nd,687.1893725474303,687.8793725474303,idle,train
clip_000149,train/non-gioco/clip_000149.mp4,basket_2nd,698.9631166532987,702.4369250298902,non-gioco,train
clip_000150,train/non-gioco/clip_000150.mp4,basket_2nd,700.8155065336883,703.207880893125,non-gioco,train
clip_000151,train/non-gioco/clip_000151.mp4,basket_2nd,702.6374890376709,705.7446188381454,non-gioco,train
clip_000152,train/non-gioco/clip_000152.mp4,basket_2nd,711.41,712.72,non-gioco,train
clip_000153,train/tiroLibero0/clip_000153.mp4,basket_2nd,715.073,717.47,tiroLibero0,train
clip_000154,train/non-gioco/clip_000154.mp4,basket_2nd,717.51,720.7,non-gioco,train
clip_000155,train/tiroLibero1/clip_000155.mp4,basket_2nd,723.221,724.618,tiroLibero1,train
clip_000156,train/non-gioco/clip_000156.mp4,basket_2nd,724.96,726.59,non-gioco,train
clip_000157,train/passaggio/clip_000157.mp4,basket_2nd,727.004,727.645,passaggio,train
clip_000158,train/idle/clip_000158.mp4,basket_2nd,732.3157224193909,732.9537224193908,idle,train
clip_000159,train/passaggio/clip_000159.mp4,basket_2nd,736.416,736.76,passaggio,train
clip_000160,train/tiroDaDue0/clip_000160.mp4,basket_2nd,738.721,739.989,tiroDaDue0,train
clip_000161,train/passaggio/clip_000161.mp4,basket_2nd,742.065,742.553,passaggio,train
clip_000162,train/passaggio/clip_000162.mp4,basket_2nd,749.34,749.916,passaggio,train
clip_000163,train/non-gioco/clip_000163.mp4,basket_2nd,754.4765009691814,756.0491211490917,non-gioco,train
clip_000164,train/non-gioco/clip_000164.mp4,basket_2nd,759.5168401851271,761.3054728052748,non-gioco,train
clip_000165,train/idle/clip_000165.mp4,basket_2nd,762.458940020829,762.978940020829,idle,train
clip_000166,train/non-gioco/clip_000166.mp4,basket_2nd,774.224794504014,775.7522516129798,non-gioco,train
clip_000167,train/non-gioco/clip_000167.mp4,basket_2nd,776.99,777.74,non-gioco,train
clip_000168,train/passaggio/clip_000168.mp4,basket_2nd,780.435,781.115,passaggio,train
clip_000169,train/passaggio/clip_000169.mp4,basket_2nd,781.599,781.851,passaggio,train
clip_000170,train/tiroDaDue1/clip_000170.mp4,basket_2nd,784.832,785.855,tiroDaDue1,train
clip_000171,train/passaggio/clip_000171.mp4,basket_2nd,788.71,789.218,passaggio,train
clip_000172,train/passaggio/clip_000172.mp4,basket_2nd,798.294,798.63,passaggio,train
clip_000173,train/idle/clip_000173.mp4,basket_2nd,806.4750778077863,806.9940778077863,idle,train
clip_000174,train/non-gioco/clip_000174.mp4,basket_2nd,811.511655039951,813.1738554561962,non-gioco,train
clip_000175,train/non-gioco/clip_000175.mp4,basket_2nd,813.0039121757359,816.1948312419175,non-gioco,train
clip_000176,train/non-gioco/clip_000176.mp4,basket_2nd,815.4461610725111,818.0847577357483,non-gioco,train
clip_000177,train/non-gioco/clip_000177.mp4,basket_2nd,816.9204413081628,820.2068102825142,non-gioco,train
clip_000178,train/idle/clip_000178.mp4,basket_2nd,825.8150536732172,826.2750536732173,idle,train
clip_000179,train/idle/clip_000179.mp4,basket_2nd,826.6460401010719,827.1360401010719,idle,train
clip_000180,train/non-gioco/clip_000180.mp4,basket_2nd,835.02,836.76,non-gioco,train
clip_000181,train/tiroLibero0/clip_000181.mp4,basket_2nd,840.519,842.714,tiroLibero0,train
clip_000182,train/non-gioco/clip_000182.mp4,basket_2nd,842.89,847.39,non-gioco,train
clip_000183,train/tiroLibero1/clip_000183.mp4,basket_2nd,851.324,852.905,tiroLibero1,train
clip_000184,train/passaggio/clip_000184.mp4,basket_2nd,856.137,856.595,passaggio,train
clip_000185,train/passaggio/clip_000185.mp4,basket_2nd,864.351,864.802,passaggio,train
clip_000186,train/passaggio/clip_000186.mp4,basket_2nd,867.973,868.256,passaggio,train
clip_000187,train/passaggio/clip_000187.mp4,basket_2nd,868.561,868.908,passaggio,train
clip_000188,train/tiroDaTre1/clip_000188.mp4,basket_2nd,871.79,873.397,tiroDaTre1,train
clip_000189,train/passaggio/clip_000189.mp4,basket_2nd,875.313,875.546,passaggio,train
clip_000190,train/idle/clip_000190.mp4,basket_2nd,879.633816788317,880.9038167883169,idle,train
clip_000191,train/passaggio/clip_000191.mp4,basket_2nd,884.676,885.302,passaggio,train
clip_000192,train/passaggio/clip_000192.mp4,basket_2nd,885.79,886.103,passaggio,train
clip_000193,train/idle/clip_000193.mp4,basket_2nd,891.9287688983578,892.7587688983577,idle,train
clip_000194,train/passaggio/clip_000194.mp4,basket_2nd,895.305,895.714,passaggio,train
clip_000195,train/tiroDaDue0/clip_000195.mp4,basket_2nd,897.595,899.63,tiroDaDue0,train
clip_000196,train/passaggio/clip_000196.mp4,basket_2nd,910.821,911.328,passaggio,train
clip_000197,train/tiroDaDue0/clip_000197.mp4,basket_2nd,912.523,914.462,tiroDaDue0,train
clip_000198,train/passaggio/clip_000198.mp4,basket_2nd,915.179,915.733,passaggio,train
clip_000199,train/idle/clip_000199.mp4,basket_2nd,917.2944869529299,918.8144869529299,idle,train
clip_000200,train/tiroDaDue0/clip_000200.mp4,basket_2nd,924.85,926.03,tiroDaDue0,train
clip_000201,train/non-gioco/clip_000201.mp4,basket_2nd,930.4271376192728,932.8305579546807,non-gioco,train
clip_000202,train/idle/clip_000202.mp4,basket_2nd,937.0546653764052,937.6046653764054,idle,train
clip_000203,train/non-gioco/clip_000203.mp4,basket_2nd,939.4710259688923,941.9324909444512,non-gioco,train
clip_000204,train/non-gioco/clip_000204.mp4,basket_2nd,943.39,944.52,non-gioco,train
clip_000205,train/idle/clip_000205.mp4,basket_2nd,945.1279736904677,945.8069736904678,idle,train
clip_000206,train/tiroLibero1/clip_000206.mp4,basket_2nd,952.435,953.847,tiroLibero1,train
clip_000207,train/non-gioco/clip_000207.mp4,basket_2nd,954.01,957.89,non-gioco,train
clip_000208,train/idle/clip_000208.mp4,basket_2nd,960.832330041235,962.4993300412353,idle,train
clip_000209,train/idle/clip_000209.mp4,basket_2nd,961.2695832272362,962.8595832272363,idle,train
clip_000210,train/tiroLibero0/clip_000210.mp4,basket_2nd,963.542,965.939,tiroLibero0,train
clip_000211,train/passaggio/clip_000211.mp4,basket_2nd,968.172,968.844,passaggio,train
clip_000212,train/idle/clip_000212.mp4,basket_2nd,972.7220038577098,973.2600038577098,idle,train
clip_000213,train/passaggio/clip_000213.mp4,basket_2nd,976.492,976.836,passaggio,train
clip_000214,train/passaggio/clip_000214.mp4,basket_2nd,977.912,978.229,passaggio,train
clip_000215,train/passaggio/clip_000215.mp4,basket_2nd,981.382,981.851,passaggio,train
clip_000216,train/non-gioco/clip_000216.mp4,basket_2nd,987.2361811562315,989.2346824190824,non-gioco,train
clip_000217,train/non-gioco/clip_000217.mp4,basket_2nd,991.3571175598885,994.8509615761262,non-gioco,train
clip_000218,train/non-gioco/clip_000218.mp4,basket_2nd,1002.37,1003.37,non-gioco,train
clip_000219,train/tiroLibero1/clip_000219.mp4,basket_2nd,1007.565,1009.225,tiroLibero1,train
clip_000220,train/non-gioco/clip_000220.mp4,basket_2nd,1009.31,1013.04,non-gioco,train
clip_000221,train/non-gioco/clip_000221.mp4,basket_2nd,1013.04,1014.06,non-gioco,train
clip_000222,train/tiroLibero0/clip_000222.mp4,basket_2nd,1017.924,1019.924,tiroLibero0,train
clip_000223,train/idle/clip_000223.mp4,basket_2nd,1023.7227005410626,1024.2427005410627,idle,train
clip_000224,train/passaggio/clip_000224.mp4,basket_2nd,1028.84,1029.057,passaggio,train
clip_000225,train/tiroDaDue1/clip_000225.mp4,basket_2nd,1032.473,1033.805,tiroDaDue1,train
clip_000226,train/passaggio/clip_000226.mp4,basket_2nd,1035.916,1036.424,passaggio,train
clip_000227,train/passaggio/clip_000227.mp4,basket_2nd,1041.45,1042.015,passaggio,train
clip_000228,train/passaggio/clip_000228.mp4,basket_2nd,1048.183,1048.443,passaggio,train
clip_000229,train/tiroDaTre0/clip_000229.mp4,basket_2nd,1049.092,1050.561,tiroDaTre0,train
clip_000230,train/passaggio/clip_000230.mp4,basket_2nd,1053.248,1053.592,passaggio,train
clip_000231,train/passaggio/clip_000231.mp4,basket_2nd,1058.748,1059.324,passaggio,train
clip_000232,train/tiroDaDue0/clip_000232.mp4,basket_2nd,1060.569,1061.855,tiroDaDue0,train
clip_000233,train/passaggio/clip_000233.mp4,basket_2nd,1063.283,1063.542,passaggio,train
clip_000234,train/passaggio/clip_000234.mp4,basket_2nd,1064.397,1065.019,passaggio,train
clip_000235,train/tiroDaDue0/clip_000235.mp4,basket_2nd,1086.244,1087.546,tiroDaDue0,train
clip_000236,train/non-gioco/clip_000236.mp4,basket_2nd,1088.8744271303879,1090.1017006608224,non-gioco,train
clip_000237,train/idle/clip_000237.mp4,basket_2nd,1092.3085616290327,1092.8085616290327,idle,train
clip_000238,train/non-gioco/clip_000238.mp4,basket_2nd,1097.0780099630715,1098.3521327889482,non-gioco,train
clip_000239,train/non-gioco/clip_000239.mp4,basket_2nd,1103.62,1104.78,non-gioco,train
clip_000240,train/tiroLibero1/clip_000240.mp4,basket_2nd,1109.428,1111.657,tiroLibero1,train
clip_000241,train/non-gioco/clip_000241.mp4,basket_2nd,1111.79,1115.95,non-gioco,train
clip_000242,train/tiroLibero0/clip_000242.mp4,basket_2nd,1119.767,1121.767,tiroLibero0,train
clip_000243,train/passaggio/clip_000243.mp4,basket_2nd,1123.149,1123.695,passaggio,train
clip_000244,train/tiroDaDue0/clip_000244.mp4,basket_2nd,1131.912,1133.351,tiroDaDue0,train
clip_000245,train/tiroDaDue0/clip_000245.mp4,basket_2nd,1133.38,1134.24,tiroDaDue0,train
clip_000246,train/non-gioco/clip_000246.mp4,basket_2nd,1157.624905129504,1160.1473306580995,non-gioco,train
clip_000247,train/non-gioco/clip_000247.mp4,basket_2nd,1161.5845577333357,1163.8360230159615,non-gioco,train
clip_000248,train/idle/clip_000248.mp4,basket_2nd,1172.887526716649,1173.710526716649,idle,train
clip_000249,train/non-gioco/clip_000249.mp4,basket_2nd,1174.2001788638927,1177.3898112148381,non-gioco,train
clip_000250,train/non-gioco/clip_000250.mp4,basket_2nd,1184.0766485974095,1185.0780783377295,non-gioco,train
clip_000251,train/idle/clip_000251.mp4,basket_2nd,1185.8154911295674,1186.4654911295675,idle,train
clip_000252,train/non-gioco/clip_000252.mp4,basket_2nd,1192.811078447228,1193.969897712608,non-gioco,train
clip_000253,train/non-gioco/clip_000253.mp4,basket_2nd,1198.2403559433858,1201.2205543542932,non-gioco,train
clip_000254,train/non-gioco/clip_000254.mp4,basket_2nd,1200.8842697973641,1202.163150231354,non-gioco,train
clip_000255,train/idle/clip_000255.mp4,basket_2nd,1206.381726731749,1208.211726731749,idle,train
clip_000256,train/non-gioco/clip_000256.mp4,basket_2nd,1214.127707895025,1217.6180113456253,non-gioco,train
clip_000257,train/non-gioco/clip_000257.mp4,basket_2nd,1214.60266993793,1217.5492361345064,non-gioco,train
clip_000258,train/non-gioco/clip_000258.mp4,basket_2nd,1215.7325525528265,1218.436828475393,non-gioco,train
clip_000259,train/non-gioco/clip_000259.mp4,basket_2nd,1215.9881365832175,1218.8944135834054,non-gioco,train
clip_000260,train/non-gioco/clip_000260.mp4,basket_2nd,1231.7785754689037,1233.5246874475254,non-gioco,train
clip_000261,train/non-gioco/clip_000261.mp4,basket_2nd,1232.135718503098,1233.8027814779794,non-gioco,train
clip_000262,train/idle/clip_000262.mp4,basket_2nd,1233.9711101048251,1236.4711101048251,idle,train
clip_000263,train/non-gioco/clip_000263.mp4,basket_2nd,1244.7496257300627,1245.7783282849198,non-gioco,train
clip_000264,train/non-gioco/clip_000264.mp4,basket_2nd,1259.9229075329376,1263.1197122274957,non-gioco,train
clip_000265,train/non-gioco/clip_000265.mp4,basket_2nd,1264.1160396960618,1267.5437356400957,non-gioco,train
clip_000266,train/non-gioco/clip_000266.mp4,basket_2nd,1265.7101068540585,1268.9916764524205,non-gioco,train
clip_000267,train/idle/clip_000267.mp4,basket_2nd,1270.0736839804902,1271.2536839804905,idle,train
clip_000268,train/non-gioco/clip_000268.mp4,basket_2nd,1276.6165163874507,1277.6652082434152,non-gioco,train
clip_000269,train/non-gioco/clip_000269.mp4,basket_2nd,1279.3627440148418,1281.4970532806649,non-gioco,train
clip_000270,train/tiroDaDue0/clip_000270.mp4,basket_2nd,1291.718,1293.767,tiroDaDue0,train
clip_000271,train/passaggio/clip_000271.mp4,basket_2nd,1295.599,1296.374,passaggio,train
clip_000272,train/passaggio/clip_000272.mp4,basket_2nd,1301.821,1302.542,passaggio,train
clip_000273,train/passaggio/clip_000273.mp4,basket_2nd,1304.176,1304.714,passaggio,train
clip_000274,train/idle/clip_000274.mp4,basket_2nd,1308.5640571611266,1309.6240571611265,idle,train
clip_000275,train/passaggio/clip_000275.mp4,basket_2nd,1313.489,1313.771,passaggio,train
clip_000276,train/non-gioco/clip_000276.mp4,basket_2nd,1316.2,1317.02,non-gioco,train
clip_000277,train/non-gioco/clip_000277.mp4,basket_2nd,1317.7157516105126,1319.4845369240193,non-gioco,train
clip_000278,train/idle/clip_000278.mp4,basket_2nd,1320.1082217630208,1320.2642217630207,idle,train
clip_000279,train/idle/clip_000279.mp4,basket_2nd,1322.3172490542318,1322.7272490542316,idle,train
